Date,Open,High,Low,Close,Volume,Adj Close
2006-12-26,63.67,64.27,63.60,64.19,4020000,52.89
2006-12-22,64.23,64.25,63.75,63.80,4390700,52.57
2006-12-21,64.30,64.50,63.92,64.05,6066400,52.78
2006-12-20,64.30,64.48,64.02,64.47,4477700,53.12
2006-12-19,63.72,64.45,63.70,64.39,6102700,53.06
2006-12-18,64.02,64.27,63.65,64.16,5769300,52.87
2006-12-15,63.49,64.24,63.37,64.11,11542200,52.83
2006-12-14,63.30,63.78,63.28,63.35,5850500,52.20
2006-12-13,63.73,63.95,63.25,63.40,6102100,52.24
2006-12-12,63.92,64.06,63.45,63.70,7022300,52.49
2006-12-11,63.70,64.03,63.60,63.87,3858400,52.63
2006-12-08,63.70,64.18,63.57,63.89,4695400,52.64
2006-12-07,63.95,64.04,63.68,63.80,6999200,52.57
2006-12-06,63.57,63.81,63.29,63.80,5547900,52.57
2006-12-05,63.42,63.96,63.30,63.51,6025100,52.33
2006-12-04,63.08,63.55,62.75,63.42,7083800,52.26
2006-12-01,63.01,63.10,62.21,62.69,6604400,51.66
2006-11-30,63.04,63.24,62.53,62.79,9011900,51.74
2006-11-29,62.95,63.24,62.59,63.21,5767900,52.08
2006-11-28,62.70,63.36,62.29,63.07,7145800,51.97
2006-11-27,63.17,63.35,62.53,62.84,7182900,51.78
2006-11-24,63.64,63.74,63.40,63.53,2288000,52.35
2006-11-22,63.27,63.64,63.06,63.64,4059300,52.44
2006-11-21,63.45,63.71,63.26,63.26,5114800,52.13
2006-11-20,63.90,63.97,63.63,63.69,4624800,52.48
2006-11-17,63.50,63.87,63.30,63.86,6249100,52.62
2006-11-16,63.27,63.81,63.00,63.52,4839600,52.34
2006-11-15,63.12,63.47,62.98,63.12,5559200,52.01
2006-11-14,63.18,63.39,62.74,63.20,7899400,52.08
2006-11-13,63.77,63.79,63.15,63.25,6033000,52.12
2006-11-10,63.96,64.00,63.35,63.70,6891900,52.49
2006-11-09,63.86,64.00,63.19,63.80,8202400,52.57
2006-11-08,64.13,64.35,63.94,64.04,9745400,52.77
2006-11-07,63.56,64.38,63.42,64.11,7796600,52.83
2006-11-06,63.23,63.75,63.12,63.56,9449400,52.37
2006-11-03,63.27,63.49,63.10,63.40,5498300,52.24
2006-11-02,62.84,63.39,62.76,63.27,8152800,52.13
2006-11-01,63.20,63.63,62.55,63.04,8882000,51.94
2006-10-31,62.21,63.53,62.21,63.39,14877300,52.23
2006-10-30,63.57,64.02,63.45,63.81,8786600,52.58
2006-10-27,63.31,63.84,63.15,63.56,7173400,52.37
2006-10-26,63.10,63.67,62.90,63.50,6426000,52.32
2006-10-25,62.98,63.40,62.82,63.13,5911000,52.02
2006-10-24,63.00,63.17,62.67,62.88,6879500,51.81
2006-10-23,62.28,63.47,62.25,63.28,7354400,52.14
2006-10-20,62.73,62.88,62.15,62.68,8001100,51.65
2006-10-19,62.29,62.56,62.14,62.50,5229600,51.50
2006-10-18,62.15,62.83,62.00,62.59,7517900,51.57
2006-10-17,61.79,62.48,61.77,62.25,6684000,51.04
2006-10-16,61.82,62.23,61.50,62.05,5242700,50.87
2006-10-13,62.16,62.19,61.65,62.13,7187800,50.94
2006-10-12,62.57,62.87,62.32,62.41,5931800,51.17
2006-10-11,62.28,62.67,62.12,62.48,4826500,51.23
2006-10-10,62.61,62.72,62.05,62.72,7689900,51.42
2006-10-09,62.78,63.04,62.74,62.85,3882500,51.53
2006-10-06,63.15,63.31,62.72,63.09,7072300,51.73
2006-10-05,63.23,63.74,63.21,63.52,8244800,52.08
